base_seed,replication,contract_id,K,sigma,T,method,pricing_seed,pilot_seed,target_training_seed,price,observation_variance,estimator_variance,std_error,ci_lower,ci_upper,pricing_observations,pricing_simulated_paths,pilot_paths,target_training_paths,shared_reference_training_paths,total_simulated_paths,shared_reference_training_runtime_s,target_training_runtime_s,pilot_runtime_s,pricing_runtime_s,end_to_end_runtime_s,beta,corr_f_c0,param_hash,hash_verified,error
42,1,volatility_high,100.0,0.5,1.0,NCV_SCRATCH,105442,104442,103442,,,,,,,,,,,,,,,,,,,,,,torch_not_available
42,1,volatility_high,100.0,0.5,1.0,NCV_TRANSFER_BETA1,105442,104442,103442,,,,,,,,,,,,,,,,,,,,,,torch_not_available
42,1,volatility_high,100.0,0.5,1.0,NCV_TRANSFER_BETA,105442,104442,103442,,,,,,,,,,,,,,,,,,,,,,torch_not_available
42,1,maturity_short,100.0,0.2,0.5,MC,105542,104542,103542,3.9477288858658692,36.01383279836812,0.18006916399184061,0.4243455714295138,3.116011565864022,4.779446205867716,200,200,0,0,0,200,0.0,0.0,0.0,0.0001332780000211642,0.0001332780000211642,nan,nan,,,
42,1,maturity_short,100.0,0.2,0.5,AV,105542,104542,103542,4.238902733792047,8.863027116657602,0.04431513558328801,0.2105116043910359,3.8262999891856166,4.6515054783984775,200,400,0,0,0,400,0.0,0.0,0.0,0.00018185900000844413,0.00018185900000844413,nan,nan,,,
42,1,maturity_short,100.0,0.2,0.5,GCV,105542,104542,103542,4.118492079299403,0.017012647835622383,8.506323917811191e-05,0.009222973445592909,4.100415051346041,4.1365691072527655,200,200,50,0,0,250,0.0,0.0,0.00028908900003443705,0.00025627700006225496,0.000545366000096692,1.0140438581390538,0.999861254547642,,,
42,1,maturity_short,100.0,0.2,0.5,NCV_SCRATCH,105542,104542,103542,,,,,,,,,,,,,,,,,,,,,,torch_not_available
42,1,maturity_short,100.0,0.2,0.5,NCV_TRANSFER_BETA1,105542,104542,103542,,,,,,,,,,,,,,,,,,,,,,torch_not_available
42,1,maturity_short,100.0,0.2,0.5,NCV_TRANSFER_BETA,105542,104542,103542,,,,,,,,,,,,,,,,,,,,,,torch_not_available
42,1,maturity_long,100.0,0.2,2.0,MC,105642,104642,103642,9.286859095452138,157.71197561983013,0.7885598780991506,0.8880089403261381,7.546361572412907,11.02735661849137,200,200,0,0,0,200,0.0,0.0,0.0,0.00013557300007960293,0.00013557300007960293,nan,nan,,,
42,1,maturity_long,100.0,0.2,2.0,AV,105642,104642,103642,8.689706398154213,36.16622777421613,0.18083113887108065,0.4252424471652385,7.8562312017103455,9.52318159459808,200,400,0,0,0,400,0.0,0.0,0.0,0.0001920579999250549,0.0001920579999250549,nan,nan,,,
42,1,maturity_long,100.0,0.2,2.0,GCV,105642,104642,103642,9.330608070675602,0.6943371791093557,0.003471685895546778,0.058921014040381026,9.215122883156456,9.446093258194749,200,200,50,0,0,250,0.0,0.0,0.00022808599999279977,0.0002696630000400546,0.0004977490000328544,1.0328055600444561,0.9987586074084012,,,
42,1,maturity_long,100.0,0.2,2.0,NCV_SCRATCH,105642,104642,103642,,,,,,,,,,,,,,,,,,,,,,torch_not_available
42,1,maturity_long,100.0,0.2,2.0,NCV_TRANSFER_BETA1,105642,104642,103642,,,,,,,,,,,,,,,,,,,,,,torch_not_available
42,1,maturity_long,100.0,0.2,2.0,NCV_TRANSFER_BETA,105642,104642,103642,,,,,,,,,,,,,,,,,,,,,,torch_not_available
