config_id,replication,checkpoint,split,train_seed,validation_seed,test_seed,pilot_seed,network_init_seed,train_paths,validation_paths,test_paths,hidden_width,parameter_count,parameter_count_formula,parameter_to_training_path_ratio,parameters_per_training_path,paths_per_parameter,mse,payoff_mean,network_output_mean,analytic_eh,payoff_variance,network_output_variance,payoff_network_covariance,payoff_network_correlation,centered_residual_mean,centered_residual_variance,ncv_price_estimate,estimator_variance_at_reporting_n,standard_error,ncv_vrr_vs_mc,generalization_gap_ratio,generalization_gap_log,optimizer_cumulative_runtime_s,training_data_generation_runtime_s,validation_tuning_overhead_runtime_s,total_ncv_setup_runtime_s,ncv_setup_cost_s,setup_cost_excludes_validation_generation_and_evaluation_runtime,inference_runtime_per_observation_s,training_continuous_no_reinit_between_checkpoints
w32_n400,0,0,training,1042,2042,3042,4042,5042,400,200,500,32,8129,8129,20.3225,20.3225,0.049206544470414566,97.42329779308692,6.097195295318517,0.13042635998937652,0.09314692038365258,61.09508315772149,1.1878798535907191,0.15352849037887864,0.01802185914742862,5.966768935329141,61.97590603055445,6.059915855712795,0.12395181206110889,0.35206790830904894,0.9857876563773234,1.0191043492483018,0.018924152577975646,0.0,0.0013115849999394413,0.007471462000012252,0.0013115849999394413,0.0,True,3.3501200005048304e-07,True
w32_n400,0,0,validation,1042,2042,3042,4042,5042,400,200,500,32,8129,8129,20.3225,20.3225,0.049206544470414566,99.28450649904735,5.603519398115148,0.19811423827640895,0.09314692038365258,69.75555187904834,1.230717661470171,0.28403851044213596,0.030655515277989247,5.40540515983874,70.41819251963423,5.498552080222392,0.14083638503926846,0.375281740881792,0.9905899226197672,1.0191043492483018,0.018924152577975646,0.0,0.0013115849999394413,0.007471462000012252,0.0013115849999394413,0.0,True,3.3501200005048304e-07,True
w32_n400,0,0,test,1042,2042,3042,4042,5042,400,200,500,32,8129,8129,20.3225,20.3225,0.049206544470414566,109.27302416217971,6.149411986176467,0.22449783606458393,0.09314692038365258,72.9338871112683,1.3605225967979018,-0.011320434535868756,-0.0011364374518887162,5.924914150111884,74.31705057713793,6.018061070495536,0.14863410115427586,0.3855309341081152,0.9813883428482678,1.0191043492483018,0.018924152577975646,0.0,0.0013115849999394413,0.007471462000012252,0.0013115849999394413,0.0,True,3.3501200005048304e-07,True
w32_n400,0,1,training,1042,2042,3042,4042,5042,400,200,500,32,8129,8129,20.3225,20.3225,0.049206544470414566,73.79726323865026,6.097195295318517,1.1552476077796334,0.7301185884779399,61.09508315772149,2.031698457766978,6.814309959483922,0.6116304922877551,4.941947687538885,49.49816169652062,5.672066276016825,0.09899632339304124,0.31463681188481624,1.2342899425700502,1.1940915489754624,0.17738568621489975,0.0029736520000369637,0.0013115849999394413,0.007471462000012252,0.004285236999976405,0.004285236999976405,True,3.149880001274141e-07,True
w32_n400,0,1,validation,1042,2042,3042,4042,5042,400,200,500,32,8129,8129,20.3225,20.3225,0.049206544470414566,88.12068837078984,5.603519398115148,0.7475930949978866,0.7301185884779399,69.75555187904834,1.7081659413446875,3.299362372767487,0.30225646481372453,4.855926303117262,64.86499307485805,5.586044891595201,0.1297299861497161,0.3601804910731786,1.0753959658724745,1.1940915489754624,0.17738568621489975,0.0029736520000369637,0.0013115849999394413,0.007471462000012252,0.004285236999976405,0.004285236999976405,True,3.149880001274141e-07,True
w32_n400,0,1,test,1042,2042,3042,4042,5042,400,200,500,32,8129,8129,20.3225,20.3225,0.049206544470414566,96.65838306310417,6.149411986176467,0.845973264444863,0.7301185884779399,72.9338871112683,1.843870465071547,3.054249134892365,0.2633750162082909,5.303438721731604,68.66925930655512,6.033557310209544,0.13733851861311025,0.37059211893011196,1.0621038853160614,1.1940915489754624,0.17738568621489975,0.0029736520000369637,0.0013115849999394413,0.007471462000012252,0.004285236999976405,0.004285236999976405,True,3.149880001274141e-07,True
w32_n400,0,2,training,1042,2042,3042,4042,5042,400,200,500,32,8129,8129,20.3225,20.3225,0.049206544470414566,56.130942461589946,6.097195295318517,2.1134007195379754,1.360053893972085,61.09508315772149,4.569768930520183,12.651812891453437,0.7571858859204925,3.9837945757805437,40.36122630533481,5.343848469752629,0.08072245261066963,0.2841169699448972,1.5137073065008966,1.4010513296997764,0.33722290458505777,0.008870088000094256,0.0013115849999394413,0.007471462000012252,0.010181673000033697,0.010181673000033697,True,7.301460000235238e-07,True
w32_n400,0,2,validation,1042,2042,3042,4042,5042,400,200,500,32,8129,8129,20.3225,20.3225,0.049206544470414566,78.64233157311223,5.603519398115148,1.2954491897083016,1.360053893972085,69.75555187904834,2.721912121746306,6.046338707658829,0.4387994077650902,4.308070208406847,60.38478658547699,5.668124102378933,0.12076957317095398,0.3475191695014161,1.1551842081996377,1.4010513296997764,0.33722290458505777,0.008870088000094256,0.0013115849999394413,0.007471462000012252,0.010181673000033697,0.010181673000033697,True,7.301460000235238e-07,True
w32_n400,0,2,test,1042,2042,3042,4042,5042,400,200,500,32,8129,8129,20.3225,20.3225,0.049206544470414566,86.22334245213585,6.149411986176467,1.4593146005135613,1.360053893972085,72.9338871112683,3.09652497334523,5.837686520696628,0.38845328305276955,4.690097385662906,64.35503904322027,6.05015127963499,0.12871007808644055,0.3587618682168446,1.133304993604099,1.4010513296997764,0.33722290458505777,0.008870088000094256,0.0013115849999394413,0.007471462000012252,0.010181673000033697,0.010181673000033697,True,7.301460000235238e-07,True
w32_n100,1,0,training,101042,102042,103042,104042,105042,100,200,500,32,8129,8129,81.29,81.29,0.012301636117603642,97.78705974107868,5.467585340870403,0.6003870953499679,0.398685121933162,72.37647121656738,1.6094854682670745,-0.42997164742190164,-0.03983800543584479,4.867198245520437,74.84589997967825,5.265883367453597,0.1496917999593565,0.38690024548888113,0.9670064924894837,1.1624001180753047,0.15048693485282352,0.0,0.0004885179999973843,0.007931799000061801,0.0004885179999973843,0.0,True,3.681559999222372e-07,True
